rank,fit,StoreCode,net_sales,gross_sales,return_amount,discount_amount,net_qty,n_rows,gross_h1,gross_h2,growth_index,growth_ratio_h2_h1,return_rate_amount,discount_intensity,net_share_pct,potential_score,pctile_growth_index,pctile_return_rate_amount,pctile_discount_intensity,pctile_net_share_pct,score_excl_discount
147,Straight,1686,8107.3515,8870.9815,-763.63,562.2,9,11,0.0,8870.9815,1.0,,0.0861,0.0911,0.0455,71.3,98.7,94.0,11.4,40.3,86.3
148,Flare,1653,9633.54,10633.53,-999.99,500.0,10,12,1636.34,8997.19,0.6922,5.4984,0.094,0.0449,0.054,71.3,82.2,92.9,37.0,52.1,79.9
149,Wide Leg,1939,18236.5945,27700.1445,-9463.55,170.7091,16,34,3909.05,23791.0945,0.7178,6.0862,0.3416,0.0186,0.1023,71.2,84.7,38.9,73.0,86.4,70.7
150,Flare,1516,22522.8014,28068.1914,-5545.39,270.7546,22,34,8014.281,20053.9105,0.4289,2.5023,0.1976,0.0096,0.1263,71.2,56.7,71.7,83.7,92.6,68.1
151,Baggy,1688,9557.4408,11095.1808,-1537.74,462.3364,8,12,0.0,11095.1808,1.0,,0.1386,0.0769,0.0536,71.2,98.7,83.8,14.9,51.6,85.2
152,Flare,1546,8449.3037,10449.2837,-1999.98,68.1818,9,13,1585.7337,8863.55,0.6965,5.5896,0.1914,0.0234,0.0474,71.2,82.8,72.8,66.9,43.3,72.3
153,Straight,1879,8324.6,10597.31,-2272.71,129.8727,8,12,1818.16,8779.15,0.6569,4.8286,0.2145,0.0121,0.0467,71.1,78.8,68.1,81.1,42.3,68.6
154,Straight,1811,33093.9201,42300.7201,-9206.8,581.5182,31,49,9897.2013,32403.5188,0.5321,3.274,0.2177,0.0256,0.1856,71.0,66.7,67.0,63.9,98.4,72.7
155,Flare,1873,22097.5,29461.07,-7363.57,730.9455,22,36,5970.83,23490.24,0.5947,3.9342,0.2499,0.0242,0.1239,70.9,73.3,58.3,65.8,91.9,72.1
156,Wide Leg,1671,10830.1366,13193.7566,-2363.62,220.2818,10,14,2909.06,10284.6966,0.559,3.5354,0.1791,0.0164,0.0607,70.9,69.5,75.5,76.4,59.7,69.5
157,Baggy,1845,8303.65,11016.35,-2712.7,-150.9091,7,13,947.3,10069.05,0.828,10.6292,0.2462,0.0281,0.0466,70.8,93.7,59.6,60.7,41.9,73.3
158,Flare,1681,6137.2701,8205.4301,-2068.16,-85.5,6,10,818.17,7387.2601,0.8006,9.029,0.252,0.0143,0.0344,70.8,92.1,57.6,79.2,24.9,68.7
159,Straight,1625,22083.8092,27250.9192,-5167.11,906.9091,21,31,5999.94,21250.9792,0.5597,3.5419,0.1896,0.0322,0.1239,70.8,69.6,73.2,54.6,91.8,74.9
160,Straight,1718,10223.77,15278.27,-5054.5,106.1454,9,19,1999.98,13278.29,0.7382,6.6392,0.3308,0.0069,0.0573,70.6,86.8,41.2,85.5,56.2,66.8
161,Baggy,1640,7136.32,9318.12,-2181.8,318.1818,6,10,0.0,9318.12,1.0,,0.2341,0.033,0.04,70.6,98.7,62.5,53.4,32.2,74.9
162,Straight,1765,8793.24,11522.3,-2729.06,-106.2,8,14,1909.07,9613.23,0.6686,5.0356,0.2369,0.011,0.0493,70.5,79.5,61.7,82.4,45.5,67.6
163,Wide Leg,1775,20899.3817,26161.3717,-5261.99,-51.9273,18,30,6807.2922,19354.0795,0.4796,2.8431,0.2011,0.0193,0.1172,70.5,61.9,71.0,72.3,90.3,70.1
164,Flare,1803,22102.6197,26502.5697,-4399.95,1320.5909,23,33,4717.9297,21784.64,0.644,4.6174,0.166,0.0524,0.124,70.4,77.6,78.9,29.1,91.9,80.7
165,Straight,1630,22053.8686,27753.8086,-5699.94,423.9636,21,33,5752.0486,22001.76,0.5855,3.825,0.2054,0.0347,0.1237,70.4,72.5,70.1,50.6,91.7,75.4
166,Wide Leg,1873,21056.1854,24860.6954,-3804.51,938.7182,19,27,5854.49,19006.2054,0.529,3.2464,0.153,0.0364,0.1181,70.3,66.4,81.6,48.8,90.4,75.6
167,Straight,1908,8750.059,10622.769,-1872.71,170.4546,8,12,2181.8,8440.969,0.5892,3.8688,0.1763,0.0158,0.0491,70.3,72.8,76.0,77.4,45.0,68.6
168,Flare,1689,8047.9858,10657.0458,-2609.06,-179.4273,7,13,1636.34,9020.7058,0.6929,5.5127,0.2448,0.0112,0.0451,70.3,82.4,59.7,82.3,39.5,67.3
169,Baggy,1806,16090.79,19272.58,-3181.79,-272.7273,14,20,6454.49,12818.09,0.3302,1.9859,0.1651,0.0,0.0902,70.3,49.6,79.1,93.3,80.3,64.6
170,Wide Leg,1930,8957.8752,10139.6852,-1181.81,304.0909,9,11,2048.89,8090.7952,0.5959,3.9489,0.1166,0.0291,0.0502,70.2,73.6,88.1,58.7,46.4,73.0
171,Straight,1828,31359.21,46098.53,-14739.32,281.0636,29,57,10090.81,36007.72,0.5622,3.5684,0.3197,0.0091,0.1759,70.2,70.0,43.0,84.0,97.8,66.8
172,Baggy,1624,7113.38,8847.12,-1733.74,-120.7818,6,10,763.63,8083.49,0.8274,10.5856,0.196,0.0357,0.0399,70.1,93.4,71.8,49.6,32.0,75.1
173,Straight,1769,18079.0382,21997.6582,-3918.62,272.7273,17,25,5988.2282,16009.43,0.4556,2.6735,0.1781,0.0198,0.1014,70.0,59.5,75.7,71.7,86.0,69.5
174,Flare,1651,13677.4799,18045.0799,-4367.6,28.0727,13,23,3181.5699,14863.51,0.6474,4.6718,0.242,0.0258,0.0767,70.0,77.9,60.5,63.5,73.5,71.6
175,Straight,1847,14013.45,16804.33,-2790.88,155.2454,13,19,3999.96,12804.37,0.5239,3.2011,0.1661,0.0264,0.0786,69.8,65.8,78.8,62.7,74.6,71.5
176,Straight,1663,38735.3338,50062.5038,-11327.17,2664.3364,37,59,7939.45,42123.0538,0.6828,5.3055,0.2263,0.0505,0.2172,69.8,81.2,65.3,30.9,99.1,79.6
177,Straight,1508,10200.8784,13291.7584,-3090.88,436.7454,10,16,1758.16,11533.5984,0.7355,6.56,0.2325,0.0318,0.0572,69.8,86.6,63.1,54.9,56.0,73.5
178,Straight,1527,48841.8866,68206.7866,-19364.9,2120.9818,46,84,12054.79,56151.9966,0.6465,4.6581,0.2839,0.0315,0.2739,69.7,77.7,49.9,55.5,99.9,73.2
179,Flare,1750,10270.2995,14133.8995,-3863.6,-45.4545,10,18,2315.8195,11818.08,0.6723,5.1032,0.2734,0.0127,0.0576,69.7,79.7,52.7,80.5,56.8,67.0
180,Flare,1608,19218.1744,25809.5144,-6591.34,-8.5,17,33,6121.1809,19688.3336,0.5257,3.2164,0.2554,0.0146,0.1078,69.6,66.0,57.1,78.8,87.9,67.3
181,Mom,1633,8105.0551,9105.0451,-999.99,1108.1364,10,12,0.0,9105.0451,1.0,,0.1098,0.1085,0.0455,69.6,98.7,90.2,8.0,40.1,85.1
182,Baggy,1527,10627.6497,12150.3497,-1522.7,172.7273,10,14,1877.6997,10272.65,0.6909,5.4709,0.1253,0.0491,0.0596,69.6,82.0,86.3,32.0,58.6,79.0
183,Flare,1718,10576.6419,12485.7119,-1909.07,516.4545,11,15,2142.61,10343.1019,0.6568,4.8273,0.1529,0.0397,0.0593,69.5,78.8,81.8,44.0,58.4,75.9
184,Straight,1750,12775.1839,17229.6939,-4454.51,701.9727,13,21,1874.0839,15355.61,0.7825,8.1937,0.2585,0.0391,0.0716,69.5,90.3,55.7,45.1,69.5,75.6
185,Straight,1872,8283.5591,10465.3591,-2181.8,443.6364,8,12,909.08,9556.2791,0.8263,10.512,0.2085,0.0407,0.0465,69.5,93.3,69.5,42.7,41.7,76.2
186,Wide Leg,1940,7735.9087,10099.5287,-2363.62,0.0,7,11,2037.9487,8061.58,0.5964,3.9557,0.234,0.0,0.0434,69.4,73.8,62.6,93.3,37.4,63.5
187,Straight,1915,22420.3345,39140.4744,-16720.14,195.3,19,51,4979.9226,34160.5518,0.7455,6.8597,0.4272,0.018,0.1257,69.4,87.6,22.6,74.3,92.3,68.2
188,Straight,1706,9023.7,11040.84,-2017.14,430.7545,9,13,909.08,10131.76,0.8353,11.1451,0.1827,0.0512,0.0506,69.4,94.2,74.8,30.2,46.8,79.2
189,Straight,1747,18987.3452,21714.5852,-2727.24,1254.0273,19,25,4420.1652,17294.42,0.5929,3.9126,0.1256,0.0546,0.1065,69.4,73.1,86.3,27.3,87.4,79.9
190,Straight,1842,23690.6386,30645.1186,-6954.48,409.0909,22,36,8636.27,22008.8486,0.4364,2.5484,0.2269,0.0132,0.1329,69.4,57.6,65.1,80.0,93.8,66.7
191,Flare,1839,14737.66,19337.61,-4599.95,187.7273,15,25,4173.01,15164.6,0.5684,3.634,0.2379,0.0206,0.0827,69.3,70.8,61.2,70.6,77.0,69.0
192,Straight,1933,9456.01,10546.91,-1090.9,180.2727,9,11,2910.61,7636.3,0.4481,2.6236,0.1034,0.0168,0.053,69.3,59.0,91.4,76.0,50.9,67.6
193,Straight,1665,17341.99,22521.93,-5179.94,-174.5455,15,27,5090.86,17431.07,0.5479,3.424,0.23,0.0225,0.0973,69.3,68.1,64.0,67.8,83.6,69.7
194,Straight,1514,12233.4,15324.28,-3090.88,560.8909,12,18,2636.33,12687.95,0.6559,4.8127,0.2017,0.0353,0.0686,69.2,78.6,70.7,50.1,67.2,74.0
195,Straight,1504,8272.65,9363.55,-1090.9,0.0,8,10,2727.24,6636.31,0.4175,2.4333,0.1165,0.0,0.0464,69.2,55.7,88.2,93.3,41.5,63.2
196,Straight,1870,27424.3027,35605.9827,-8181.68,914.9273,26,42,7252.26,28353.7227,0.5926,3.9096,0.2298,0.0374,0.1538,69.2,73.0,64.2,47.5,96.1,74.6
197,Straight,1591,12509.6341,15621.9041,-3112.27,1184.5091,13,19,1090.9,14531.0041,0.8603,13.3202,0.1992,0.0793,0.0702,69.2,95.3,71.6,14.4,68.4,82.8
198,Wide Leg,1828,21242.8542,25586.0442,-4343.19,764.5818,19,27,6790.84,18795.2042,0.4692,2.7677,0.1697,0.029,0.1191,69.0,60.7,77.7,58.8,90.6,71.6
199,Straight,1751,10317.625,16137.565,-5819.94,-22.4273,9,21,1839.445,14298.12,0.772,7.7731,0.3606,0.013,0.0579,69.0,89.1,34.8,80.3,57.1,66.1
200,Baggy,1939,12870.93,13698.19,-827.26,270.8,11,13,3232.7,10465.49,0.528,3.2374,0.0604,0.0437,0.0722,69.0,66.3,96.8,39.0,69.9,76.5
201,Flare,1690,17844.8512,24004.7812,-6159.93,517.2818,17,31,4727.22,19277.5612,0.6061,4.078,0.2566,0.0276,0.1001,69.0,74.7,56.6,61.2,85.2,71.0
202,Flare,1716,6679.4,10636.27,-3956.87,-315.8273,6,14,818.17,9818.1,0.8462,12.0001,0.372,0.0,0.0375,69.0,94.6,32.5,93.3,29.4,63.0
203,Straight,1806,28856.2641,47314.9541,-18458.69,278.9454,25,63,7272.66,40042.2941,0.6926,5.5059,0.3901,0.02,0.1618,68.9,82.3,28.4,71.6,96.9,68.2
204,Flare,1715,16096.6832,18096.6632,-1999.98,1560.4364,17,21,3153.9617,14942.7016,0.6514,4.7378,0.1105,0.0794,0.0903,68.8,78.5,90.0,14.3,80.3,82.4
205,Straight,1641,17310.0342,26144.4642,-8834.43,89.9273,15,35,2545.42,23599.0442,0.8053,9.2712,0.3379,0.0376,0.0971,68.8,92.5,39.6,46.9,83.3,74.2
206,Wide Leg,1501,7204.2698,9295.1598,-2090.89,270.8364,6,10,1090.9,8204.2598,0.7653,7.5206,0.2249,0.0283,0.0404,68.8,88.6,65.5,60.0,33.1,71.0
207,Flare,1820,12128.06,12709.87,-581.81,763.6364,13,15,2437.24,10272.63,0.6165,4.2149,0.0458,0.0668,0.068,68.7,76.0,97.7,19.5,66.5,81.0
208,Straight,1860,13691.8593,19755.4393,-6063.58,528.1818,13,25,2910.97,16844.4693,0.7053,5.7865,0.3069,0.026,0.0768,68.6,83.7,45.5,63.4,73.6,69.9
209,Flare,1614,21437.735,25944.915,-4507.18,121.6,20,32,7499.605,18445.31,0.4219,2.4595,0.1737,0.0227,0.1202,68.6,56.0,76.3,67.3,91.1,68.9
210,Flare,1894,15993.4524,19779.7724,-3786.32,505.3364,16,24,4530.8206,15248.9518,0.5419,3.3656,0.1914,0.0308,0.0897,68.5,67.5,72.8,56.5,80.0,71.5
211,Flare,1923,9219.74,15580.78,-6361.04,0.0,8,22,1727.25,13853.53,0.7783,8.0206,0.4083,0.0,0.0517,68.4,90.0,25.9,93.3,48.8,62.2
212,Wide Leg,1864,30362.2437,34643.6937,-4281.45,375.3,27,37,10310.7683,24332.9254,0.4048,2.36,0.1236,0.0345,0.1703,68.4,54.6,86.9,51.0,97.6,72.8
213,Straight,1696,26273.1789,40510.1189,-14236.94,973.6636,25,53,5281.7497,35228.3692,0.7392,6.6698,0.3514,0.0345,0.1473,68.4,87.0,36.1,51.3,95.5,72.7
214,Straight,1558,13628.2265,18991.8165,-5363.59,812.9091,14,24,1999.98,16991.8365,0.7894,8.496,0.2824,0.041,0.0764,68.3,90.7,50.5,42.1,73.2,74.9
215,Flare,1514,12722.04,17949.26,-5227.22,459.6545,12,24,999.99,16949.27,0.8886,16.9494,0.2912,0.0462,0.0713,68.3,96.7,48.9,35.1,69.5,76.7
216,Flare,1825,18119.2909,23928.3109,-5809.02,905.3,17,31,3424.7,20503.6109,0.7138,5.987,0.2428,0.0486,0.1016,68.2,84.4,60.3,32.4,86.1,77.2
217,Wide Leg,1558,10538.9332,17061.6032,-6522.67,179.7546,9,21,1181.81,15879.7932,0.8615,13.4368,0.3823,0.022,0.0591,68.2,95.6,30.4,68.3,58.2,68.2
218,Straight,1557,16609.68,22327.81,-5718.13,1646.2818,16,28,935.99,21391.82,0.9162,22.8548,0.2561,0.0812,0.0932,68.2,97.2,56.7,13.9,82.1,81.7
219,Flare,1644,13539.08,14539.07,-999.99,260.8727,14,16,5254.57,9284.5,0.2772,1.7669,0.0688,0.0176,0.0759,68.2,45.6,96.1,75.1,72.8,66.5
220,Flare,1766,11078.83,14642.43,-3563.6,357.4364,10,18,2756.17,11886.26,0.6235,4.3126,0.2434,0.0238,0.0621,68.2,76.6,60.1,66.1,61.6,68.6
221,Wide Leg,1675,13267.7678,16778.6378,-3510.87,-234.5454,12,20,5181.77,11596.8678,0.3823,2.238,0.2092,0.0,0.0744,68.1,53.3,69.3,93.3,71.7,61.8
222,Wide Leg,1822,10886.27,13340.8,-2454.53,0.0,10,14,3999.96,9340.84,0.4003,2.3352,0.184,0.0,0.0611,68.0,54.2,74.5,93.3,60.2,61.7
223,Slim Straight,1552,13272.6009,13272.6009,0.0,0.0,13,13,5636.3009,7636.3,0.1507,1.3548,0.0,0.0,0.0744,68.0,34.4,99.1,93.3,71.9,61.6
224,Straight,1936,30595.0342,40715.3342,-10120.3,1247.7273,30,50,7518.08,33197.2542,0.6307,4.4157,0.2486,0.044,0.1716,67.9,77.0,58.9,38.4,97.7,75.2
225,Straight,1680,8307.5898,9980.2998,-1672.71,-54.5455,8,12,1999.98,7980.3198,0.5992,3.9902,0.1676,0.0266,0.0466,67.9,74.0,78.3,62.2,42.0,69.3
226,Baggy,1673,7363.59,9272.66,-1909.07,-272.7273,6,10,2181.8,7090.86,0.5294,3.25,0.2059,0.0,0.0413,67.9,66.5,69.9,93.3,34.3,61.5
227,Flare,1780,6781.75,11363.53,-4581.78,0.0,6,16,818.17,10545.36,0.856,12.889,0.4032,0.0,0.038,67.8,94.9,26.7,93.3,30.1,61.4
228,Baggy,1864,9742.0894,10832.9894,-1090.9,300.0,9,11,2833.0494,7999.94,0.477,2.8238,0.1007,0.0269,0.0546,67.8,61.6,91.6,61.7,52.7,69.3
229,Baggy,1636,13917.1618,17462.5918,-3545.43,477.2727,13,19,4121.7818,13340.81,0.5279,3.2367,0.203,0.0266,0.0781,67.7,66.2,70.6,62.1,74.3,69.1
230,Straight,1502,6770.45,9818.1,-3047.65,138.5909,6,12,0.0,9818.1,1.0,,0.3104,0.027,0.038,67.6,98.7,45.1,61.6,30.0,69.1
231,Baggy,1628,10556.52,14583.75,-4027.23,-609.0909,9,17,3272.7,11311.05,0.5512,3.4562,0.2761,0.0,0.0592,67.6,68.4,51.6,93.3,58.2,61.2
232,Straight,1759,14788.6,17552.21,-2763.61,412.9909,14,20,3999.96,13552.25,0.5442,3.3881,0.1575,0.0405,0.0829,67.5,67.7,81.0,43.0,77.0,73.6
233,Flare,1550,8770.39,13770.34,-4999.95,320.4546,8,18,818.17,12952.17,0.8812,15.8307,0.3631,0.0227,0.0492,67.4,96.4,34.5,67.2,45.1,67.4
234,Baggy,1651,6581.77,8945.39,-2363.62,327.2727,6,10,0.0,8945.39,1.0,,0.2642,0.0353,0.0369,67.4,98.7,54.4,50.2,28.8,71.8
235,Straight,1764,8379.16,11142.77,-2763.61,-197.4,7,13,2181.8,8960.97,0.6084,4.1071,0.248,0.0115,0.047,67.4,74.9,59.0,81.5,42.6,63.9
236,Straight,1839,21164.8846,24073.9446,-2909.06,123.9636,20,26,9941.31,14132.6346,0.1741,1.4216,0.1208,0.0051,0.1187,67.3,36.6,87.5,85.8,90.4,62.6
237,Straight,1923,18885.8546,45669.8546,-26784.0,130.2,16,70,2699.3609,42970.4938,0.8818,15.9188,0.5865,0.0241,0.1059,67.2,96.5,9.2,66.1,87.2,67.5
238,Straight,1852,17716.06,25170.54,-7454.48,269.2091,17,31,6167.1,19003.44,0.51,3.0814,0.2962,0.0106,0.0994,67.2,64.8,47.9,83.1,84.8,63.3
239,Straight,1643,6282.3635,9827.7735,-3545.41,0.0,5,13,1090.9,8736.8735,0.778,8.0089,0.3608,0.0,0.0352,67.2,89.9,34.6,93.3,26.3,60.7
240,Wide Leg,1894,12580.52,15746.64,-3166.12,66.1364,12,18,3909.05,11837.59,0.5035,3.0283,0.2011,0.022,0.0706,67.2,63.7,71.0,68.4,68.7,66.9
241,Straight,1694,30432.2861,37839.8961,-7407.61,945.4182,31,45,10315.3425,27524.5536,0.4548,2.6683,0.1958,0.0323,0.1707,67.2,59.3,71.9,54.2,97.6,70.4
242,Flare,1536,7175.7,10302.93,-3127.23,333.3364,6,14,0.0,10302.93,1.0,,0.3035,0.0313,0.0402,67.2,98.7,46.5,55.8,32.7,70.0
243,Straight,1780,11808.5,14748.48,-2939.98,315.7545,11,17,3078.88,11669.6,0.5825,3.7902,0.1993,0.0336,0.0662,67.1,72.3,71.5,52.6,65.5,70.8
244,Baggy,1758,12115.21,12115.21,0.0,521.0545,11,11,3272.7,8842.51,0.4597,2.7019,0.0,0.0412,0.0679,67.1,59.8,99.1,41.9,66.5,73.3
245,Baggy,1561,12918.0773,14008.9773,-1090.9,627.2727,12,14,3645.4173,10363.56,0.4796,2.8429,0.0779,0.0429,0.0724,66.9,61.8,94.9,39.5,70.0,73.7
246,Flare,1831,6681.79,11615.17,-4933.38,-140.6273,5,17,818.17,10797.0,0.8591,13.1965,0.4247,0.0,0.0375,66.9,95.0,23.1,93.3,29.5,60.2
247,Straight,1616,16882.3264,24791.3365,-7909.01,317.0454,16,32,5522.0931,19269.2434,0.5545,3.4895,0.319,0.0126,0.0947,66.9,68.9,43.6,80.7,82.4,63.5
