rank,fit,StoreCode,net_sales,gross_sales,return_amount,discount_amount,net_qty,n_rows,gross_h1,gross_h2,growth_index,growth_ratio_h2_h1,return_rate_amount,discount_intensity,net_share_pct,potential_score,pctile_growth_index,pctile_return_rate_amount,pctile_discount_intensity,pctile_net_share_pct,score_excl_discount
877,Straight,1565,-3918.3391,4899.7709,-8818.11,645.6455,-3,13,0.0,4899.7709,1.0,,1.7997,0.1164,-0.022,40.9,98.7,0.0,7.2,0.1,49.4
878,Mom,1679,14580.581,22435.031,-7854.45,467.4091,16,34,12262.47,10172.561,-0.0932,0.8296,0.3501,0.0266,0.0818,40.9,19.4,36.8,62.3,76.4,35.5
879,Mom,1643,6928.9238,9383.4338,-2454.51,592.6909,8,14,3454.9985,5928.4353,0.2636,1.7159,0.2616,0.0594,0.0389,40.8,44.4,55.0,23.3,31.0,45.2
880,Super Skinny,1663,18378.2006,32118.1706,-13739.97,659.8182,17,51,15474.9514,16643.2192,0.0364,1.0755,0.4278,0.0305,0.1031,40.8,27.1,22.3,56.8,86.7,36.8
881,Flare,1883,7054.1748,11152.6448,-4098.47,89.4364,7,17,3454.5009,7698.1439,0.3805,2.2284,0.3675,0.0488,0.0396,40.8,53.0,33.8,32.2,31.6,43.0
882,Slim Straight,1677,14499.2086,20029.1886,-5529.98,39.1273,16,28,17847.3886,2181.8,-0.7821,0.1222,0.2761,0.0148,0.0813,40.7,1.5,51.7,78.6,76.2,31.2
883,Mom,1847,10840.03,13621.81,-2781.78,1239.9545,13,21,6144.63,7477.18,0.0978,1.2169,0.2042,0.1127,0.0608,40.7,31.5,70.3,7.7,59.7,48.9
884,Mom,1706,8957.1482,10227.1482,-1270.0,482.7818,10,16,5027.21,5199.9382,0.0169,1.0344,0.1242,0.1071,0.0502,40.6,25.7,86.7,8.4,46.3,48.6
885,Mom,1744,7527.8431,12218.0131,-4690.17,1918.1818,9,21,2818.15,9399.8631,0.5387,3.3355,0.3839,0.1357,0.0422,40.6,67.2,29.9,4.6,35.4,49.6
886,Mom,1715,6620.48,9256.81,-2636.33,2197.6182,10,16,2575.07,6681.74,0.4436,2.5948,0.2848,0.1919,0.0371,40.6,58.2,49.7,2.3,29.2,50.1
887,Mom,1674,12072.58,16190.71,-4118.13,2018.1818,16,26,6599.91,9590.8,0.1847,1.4532,0.2544,0.1227,0.0677,40.4,37.4,57.3,6.0,66.3,49.0
888,Flare,1693,5880.8,10303.98,-4423.18,247.9364,5,17,3006.53,7297.45,0.4164,2.4272,0.4293,0.0394,0.033,40.1,55.5,22.2,44.4,23.1,39.0
889,Mom,1686,10214.6788,14236.4088,-4021.73,2548.6273,14,26,5053.4288,9182.98,0.2901,1.8172,0.2825,0.1769,0.0573,40.1,46.6,50.4,2.4,56.1,49.6
890,Flare,1545,6927.8426,17312.4626,-10384.62,71.2818,6,30,3972.4926,13339.97,0.5411,3.3581,0.5998,0.0487,0.0389,40.1,67.3,8.4,32.4,30.9,42.1
891,Mom,1913,12160.4612,19167.7612,-7007.3,366.6636,13,31,9349.6812,9818.08,0.0244,1.0501,0.3656,0.0323,0.0682,39.9,26.3,34.1,54.5,66.7,36.3
892,Super Skinny,1532,5096.249,6914.399,-1818.15,301.8091,6,12,2510.39,4404.009,0.2739,1.7543,0.263,0.0537,0.0286,39.9,45.2,54.6,28.2,17.0,42.8
893,Mom,1605,22375.6096,32236.4796,-9860.87,2833.2091,29,53,14367.7665,17868.7131,0.1086,1.2437,0.3059,0.1025,0.1255,39.9,32.0,45.8,9.1,92.1,47.6
894,Super Skinny,1655,8380.4002,14525.7902,-6145.39,-109.0909,8,21,5962.4574,8563.3327,0.1791,1.4362,0.4231,0.0256,0.047,39.9,37.0,23.7,63.9,42.8,33.9
895,Slim Straight,1743,7636.28,8336.27,-699.99,0.0,8,10,7245.37,1090.9,-0.7383,0.1506,0.084,0.0347,0.0428,39.9,1.8,94.5,50.5,36.2,37.2
896,Skinny,1621,10731.0592,15694.6492,-4963.59,0.0,10,20,13149.2092,2545.44,-0.6756,0.1936,0.3163,0.0,0.0602,39.8,2.9,44.3,93.3,59.4,26.4
897,Flare,1898,7071.1818,9707.5118,-2636.33,608.0364,7,13,3679.2318,6028.28,0.242,1.6385,0.2716,0.0589,0.0397,39.8,42.7,53.1,23.5,31.9,43.9
898,Super Skinny,1684,8524.8042,15070.1842,-6545.38,250.0,10,24,6814.0043,8256.1799,0.0957,1.2116,0.4343,0.0163,0.0478,39.7,31.1,21.5,76.6,43.8,30.5
899,Straight,1573,2119.0,7118.95,-4999.95,0.0,2,12,1545.43,5573.52,0.5658,3.6065,0.7023,0.0369,0.0119,39.6,70.6,4.3,48.0,4.4,37.5
900,Mom,1762,6469.01,7378.09,-909.08,490.9091,8,10,3805.4,3572.69,-0.0315,0.9388,0.1232,0.0624,0.0363,39.6,23.0,87.1,21.6,28.2,44.0
901,Mom,1788,7936.44,10938.69,-3002.25,907.5546,10,18,3690.86,7247.83,0.3252,1.9637,0.2745,0.1394,0.0445,39.3,48.9,52.2,4.1,38.7,48.0
902,Slim Straight,1518,7100.11,9618.26,-2518.15,-300.0,7,13,7436.46,2181.8,-0.5463,0.2934,0.2618,0.0,0.0398,39.3,5.3,54.9,93.3,32.0,25.8
903,Mom,1896,11221.9327,15012.7827,-3790.85,1197.7727,13,23,6823.2827,8189.5,0.091,1.2002,0.2525,0.0739,0.0629,39.3,30.8,57.5,16.0,62.6,45.1
904,Mom,1871,19463.1781,30954.4481,-11491.27,1892.0091,22,50,13159.2418,17795.2063,0.1498,1.3523,0.3712,0.0646,0.1092,39.2,34.1,32.7,20.8,88.4,43.8
905,Mom,1690,7781.71,8781.7,-999.99,500.0,10,12,5254.47,3527.23,-0.1967,0.6713,0.1139,0.0539,0.0436,39.1,14.0,88.8,28.0,37.6,41.8
906,Super Skinny,1871,7133.1112,11278.5112,-4145.4,240.0,7,17,5217.4299,6061.0813,0.0748,1.1617,0.3675,0.0208,0.04,39.0,29.3,33.7,70.0,32.1,31.2
907,Straight,1509,2949.53,14658.5,-11708.97,113.6364,2,26,4181.78,10476.72,0.4294,2.5053,0.7988,0.0186,0.0165,39.0,56.7,2.7,73.2,6.9,30.5
908,Slim Straight,1543,13111.95,18088.9,-4976.95,572.7273,14,24,11934.41,6154.49,-0.3195,0.5157,0.2751,0.0307,0.0735,39.0,10.0,52.0,56.7,71.0,34.6
909,Slim Straight,1628,8398.3929,10307.4629,-1909.07,300.0,9,13,8125.6629,2181.8,-0.5767,0.2685,0.1852,0.0283,0.0471,38.9,4.7,74.0,60.3,43.0,33.5
910,Flare,1913,8285.9211,13202.211,-4916.29,368.9091,8,20,5580.35,7621.861,0.1546,1.3658,0.3724,0.0339,0.0465,38.8,35.0,32.4,52.2,41.8,35.5
911,Mom,1914,6163.93,9746.71,-3582.78,271.3636,6,16,3146.05,6600.66,0.3544,2.0981,0.3676,0.0504,0.0346,38.8,51.1,33.6,30.9,25.3,40.8
912,Flare,1764,7471.05,12198.27,-4727.22,147.0546,8,18,6090.83,6107.44,0.0014,1.0027,0.3875,0.0119,0.0419,38.8,24.9,29.2,81.4,35.0,28.1
913,Mom,1810,9740.33,13558.46,-3818.13,236.3636,11,21,6285.82,7272.64,0.0728,1.157,0.2816,0.0485,0.0546,38.7,29.1,50.7,32.6,52.6,40.3
914,Super Skinny,1614,7817.6522,11726.7022,-3909.05,240.0,9,17,6217.6661,5509.0361,-0.0604,0.886,0.3333,0.0201,0.0438,38.7,21.5,40.7,71.4,37.7,30.5
915,Super Skinny,1712,8757.5571,10012.1771,-1254.62,310.2545,10,14,5846.1071,4166.07,-0.1678,0.7126,0.1253,0.0646,0.0491,38.6,15.3,86.4,20.8,45.1,43.1
916,Mom,1692,8427.6949,13896.8249,-5469.13,690.1727,9,23,4673.58,9223.2449,0.3274,1.9735,0.3936,0.0553,0.0473,38.6,49.3,27.9,26.8,43.3,41.5
917,Mom,1650,8134.29,12303.94,-4169.65,300.0,9,19,6304.0,5999.94,-0.0247,0.9518,0.3389,0.0238,0.0456,38.6,23.4,39.3,66.4,40.7,31.6
918,Super Skinny,1909,6987.15,10778.42,-3791.27,65.9091,7,17,5427.19,5351.23,-0.007,0.986,0.3517,0.0174,0.0392,38.6,24.5,36.0,75.5,31.3,29.4
919,Mom,1547,9172.6209,11866.2409,-2693.62,736.3636,11,17,5811.7609,6054.48,0.0205,1.0418,0.227,0.0584,0.0514,38.6,25.8,65.0,23.9,48.3,42.3
920,Wide Leg,1637,8018.1059,10381.7259,-2363.62,662.9455,8,12,4799.9459,5581.78,0.0753,1.1629,0.2277,0.06,0.045,38.5,29.5,64.8,22.8,39.3,42.4
921,Mom,1854,6826.8732,10072.2832,-3245.41,1211.4182,10,18,2881.4632,7190.82,0.4278,2.4955,0.3222,0.1505,0.0383,38.4,56.4,42.6,3.5,30.3,47.2
922,Flare,1694,19143.5231,31582.0031,-12438.48,2722.2273,23,55,12183.9731,19398.03,0.2284,1.5921,0.3938,0.1068,0.1074,38.4,41.4,27.9,8.6,87.7,45.9
923,Mom,1919,12625.5896,21606.3396,-8980.75,1239.9546,15,37,7283.7796,14322.56,0.3258,1.9664,0.4157,0.0922,0.0708,38.4,49.2,24.6,11.0,69.1,45.2
924,Flare,1931,3955.275,6300.705,-2345.43,288.0727,4,10,1636.34,4664.365,0.4806,2.8505,0.3722,0.0669,0.0222,38.3,62.0,32.4,19.3,10.5,43.1
925,Slim Straight,1823,6136.9718,8889.0018,-2752.03,-247.9364,6,12,5616.3018,3272.7,-0.2637,0.5827,0.3096,0.0,0.0344,38.3,11.6,45.1,93.3,24.9,24.6
926,Wide Leg,1618,6695.51,15098.47,-8402.96,603.0273,6,22,3909.05,11189.42,0.4822,2.8624,0.5565,0.0503,0.0376,38.2,62.4,10.3,31.1,29.8,40.0
927,Mom,1658,19455.674,27315.684,-7860.01,626.4,22,42,16029.485,11286.199,-0.1736,0.7041,0.2877,0.0477,0.1091,38.2,15.0,49.3,33.1,88.3,39.5
928,Straight,1840,13050.4893,20318.1093,-7267.62,608.8182,13,27,9174.28,11143.8293,0.0969,1.2147,0.3577,0.05,0.0732,38.1,31.3,35.1,31.3,70.4,39.8
929,Mom,1553,7505.6774,9987.4674,-2481.79,-65.4546,8,14,7181.7327,2805.7347,-0.4381,0.3907,0.2485,0.0177,0.0421,38.0,7.5,59.0,75.0,35.2,28.8
930,Mom,1812,7200.9577,13041.7877,-5840.83,272.7273,8,22,5496.4177,7545.37,0.1571,1.3728,0.4479,0.0205,0.0404,38.0,35.1,19.6,70.8,32.9,29.8
931,Mom,1627,4123.01,6368.43,-2245.42,876.9364,5,11,1481.8,4886.63,0.5346,3.2978,0.3526,0.156,0.0231,38.0,66.8,35.6,3.2,11.5,46.7
932,Mom,1747,10359.5337,12750.4137,-2390.88,1608.6182,14,20,6464.1237,6286.29,-0.0139,0.9725,0.1875,0.127,0.0581,37.8,24.0,73.8,5.4,57.5,45.8
933,Mom,1917,10228.061,11746.221,-1518.16,2200.0,15,18,6491.741,5254.48,-0.1053,0.8094,0.1292,0.1755,0.0574,37.8,18.6,85.6,2.5,56.4,46.6
934,Flare,1927,-2245.4709,5854.4491,-8099.92,0.0,-1,15,909.99,4944.4591,0.6891,5.4335,1.3835,0.0571,-0.0126,37.7,81.7,0.2,24.9,0.2,41.0
935,Slim Straight,1896,8084.33,10136.26,-2051.93,515.5818,9,13,5181.76,4954.5,-0.0224,0.9561,0.2024,0.0599,0.0453,37.7,23.7,70.6,22.9,39.9,41.4
936,Wide Leg,1840,6305.7398,9772.0598,-3466.32,-38.1818,5,13,3185.7498,6586.31,0.348,2.0674,0.3547,0.0615,0.0354,37.6,50.7,35.4,22.1,26.5,41.4
937,Wide Leg,1621,5947.9716,9793.3916,-3845.42,522.7273,5,13,3090.88,6702.5116,0.3688,2.1685,0.3927,0.0507,0.0334,37.6,52.3,28.1,30.6,23.6,39.4
938,Flare,1844,4463.6743,17761.7043,-13298.03,445.7454,3,33,5344.2143,12417.49,0.3982,2.3235,0.7487,0.0245,0.025,37.5,54.1,3.5,65.4,12.6,30.5
939,Mom,1689,8894.6709,13586.2209,-4691.55,4.5454,9,20,7905.5869,5680.634,-0.1638,0.7186,0.3453,0.0181,0.0499,37.4,15.6,37.9,73.8,45.9,28.2
940,Super Skinny,1536,4515.6596,8988.3396,-4472.68,212.1182,4,14,3258.68,5729.6596,0.2749,1.7583,0.4976,0.0231,0.0253,37.3,45.5,14.9,67.1,13.0,29.8
941,Super Skinny,1527,9569.6217,15945.1917,-6375.57,40.8636,11,25,8263.2388,7681.953,-0.0365,0.9297,0.3998,0.022,0.0537,37.3,22.8,27.1,68.4,51.8,29.6
942,Flare,1855,7688.8658,21839.5558,-14150.69,584.6909,7,37,8067.7609,13771.7949,0.2612,1.707,0.6479,0.0261,0.0431,37.3,44.1,5.9,63.2,37.0,30.8
943,Slim Straight,1915,6203.5453,9112.6053,-2909.06,0.0,7,13,6036.7253,3075.88,-0.3249,0.5095,0.3192,0.0,0.0348,37.2,9.7,43.3,93.3,25.6,23.2
944,Mom,1573,5127.7415,7264.0715,-2136.33,381.8182,6,12,2299.97,4964.1015,0.3668,2.1583,0.2941,0.1083,0.0288,37.1,52.2,48.1,8.1,17.3,44.4
945,Super Skinny,1764,11417.3317,20561.3017,-9143.97,837.8747,12,34,6905.35,13655.9517,0.3283,1.9776,0.4447,0.0797,0.064,37.1,49.5,19.9,14.2,63.2,42.8
946,Wide Leg,1932,3131.74,7313.52,-4181.78,0.0,3,11,2999.97,4313.55,0.1796,1.4379,0.5718,0.0,0.0176,37.1,37.1,9.9,93.3,7.3,23.0
947,Mom,1848,9362.6075,13453.4575,-4090.85,105.7273,10,20,8930.3142,4523.1434,-0.3276,0.5065,0.3041,0.0209,0.0525,36.9,9.5,46.3,69.9,50.3,28.6
948,Slim Straight,1565,9746.5829,11771.8629,-2025.28,575.2909,11,15,7321.9029,4449.96,-0.244,0.6078,0.172,0.0585,0.0547,36.9,12.5,76.9,23.8,52.8,40.2
949,Skinny,1825,5755.98,7801.42,-2045.44,0.0,6,10,6528.7,1272.72,-0.6737,0.1949,0.2622,0.0,0.0323,36.9,3.0,54.9,93.3,22.3,22.8
950,Wide Leg,1911,7211.0474,9294.7774,-2083.73,314.1818,7,11,4975.69,4319.0874,-0.0706,0.868,0.2242,0.0454,0.0404,36.9,20.6,65.7,36.4,33.3,37.1
951,Mom,1519,6512.0671,11984.7171,-5472.65,-300.0,6,20,6166.5971,5818.12,-0.0291,0.9435,0.4566,0.0,0.0365,36.9,23.1,18.9,93.3,28.5,22.8
952,Mom,1908,8127.1909,14090.7509,-5963.56,236.3637,9,23,5363.57,8727.1809,0.2387,1.6271,0.4232,0.0432,0.0456,36.8,42.4,23.6,39.3,40.6,36.2
953,Mom,1791,7202.2201,9271.6201,-2069.4,1651.2364,10,16,3809.8502,5461.7698,0.1782,1.4336,0.2232,0.1687,0.0404,36.8,36.9,66.1,2.8,33.1,45.3
954,Slim Straight,1659,9404.6956,10131.9556,-727.26,1200.0,11,13,6926.6782,3205.2774,-0.3673,0.4627,0.0718,0.1059,0.0527,36.8,8.8,95.8,8.8,50.4,43.8
955,Slim Straight,1811,5012.6106,7712.5806,-2699.97,-300.0,5,11,4439.8806,3272.7,-0.1513,0.7371,0.3501,0.0,0.0281,36.8,16.0,36.9,93.3,16.7,22.7
956,Flare,1802,9279.517,15843.067,-6563.55,173.1636,9,25,7514.6978,8328.3692,0.0514,1.1083,0.4143,0.029,0.052,36.7,28.0,25.1,58.9,49.5,31.1
957,Super Skinny,1913,5809.65,10456.18,-4646.53,113.7091,5,17,4090.85,6365.33,0.2175,1.556,0.4444,0.0273,0.0326,36.7,40.0,20.0,61.5,22.7,30.5
958,Super Skinny,1678,7670.7699,11768.3599,-4097.59,0.0,8,18,8294.8199,3473.54,-0.4097,0.4188,0.3482,0.0,0.043,36.7,8.0,37.5,93.3,36.8,22.6
959,Slim Straight,1847,5999.94,7609.01,-1609.07,0.0,6,10,4336.31,3272.7,-0.1398,0.7547,0.2115,0.0379,0.0336,36.7,16.6,68.8,46.4,24.1,34.3
960,Mom,1837,13259.0535,18274.3735,-5015.32,1586.4091,17,29,8947.7354,9326.638,0.0207,1.0423,0.2744,0.0867,0.0744,36.7,26.0,52.3,12.5,71.6,42.8
961,Wide Leg,1534,3896.0737,8264.2237,-4368.15,615.2091,4,12,1672.71,6591.5137,0.5952,3.9406,0.5286,0.0875,0.0219,36.7,73.5,13.2,12.2,10.3,42.8
962,Slim Straight,1874,5027.22,7418.1,-2390.88,-300.0,5,11,4636.31,2781.79,-0.25,0.6,0.3223,0.0,0.0282,36.7,12.1,42.5,93.3,16.9,22.5
963,Super Skinny,1661,7214.4609,9687.1609,-2472.7,240.0,8,14,6414.4609,3272.7,-0.3243,0.5102,0.2553,0.0242,0.0405,36.4,9.8,57.1,66.0,33.4,29.0
964,Wide Leg,1941,4786.2862,7758.9862,-2972.7,-300.0,4,10,4181.78,3577.2062,-0.0779,0.8554,0.3831,0.0,0.0268,36.4,20.0,30.2,93.3,14.4,22.1
965,Slim Straight,1637,5422.7994,7422.7794,-1999.98,0.0,6,10,6331.8794,1090.9,-0.7061,0.1723,0.2694,0.0,0.0304,36.0,2.6,53.5,93.3,19.7,21.7
966,Mom,1579,1874.0985,8237.6585,-6363.56,0.0,2,16,3237.7085,4999.95,0.2139,1.5443,0.7725,0.0,0.0105,36.0,39.9,3.3,93.3,3.8,21.7
967,Flare,1858,4186.8419,7132.6819,-2945.84,342.6182,5,11,2262.8419,4869.84,0.3655,2.1521,0.413,0.0458,0.0235,36.0,52.0,25.2,35.8,11.8,36.1
968,Wide Leg,1758,12040.5277,21333.1577,-9292.63,374.5454,11,31,11463.88,9869.2777,-0.0747,0.8609,0.4356,0.0265,0.0675,35.9,20.4,21.3,62.4,66.2,29.3
969,Mom,1669,9095.3134,13640.7034,-4545.39,3467.2091,15,27,4921.6834,8719.02,0.2784,1.7716,0.3332,0.2391,0.051,35.9,45.7,40.9,1.1,47.9,44.6
970,Mom,1541,5572.67,7572.64,-1999.97,245.4546,6,12,2872.69,4699.95,0.2413,1.6361,0.2641,0.0946,0.0313,35.9,42.6,54.5,10.4,20.8,42.2
971,Baggy,1714,9790.24,16849.27,-7059.03,2482.4,11,25,5172.68,11676.59,0.386,2.2574,0.419,0.1689,0.0549,35.9,53.4,24.2,2.7,53.3,44.3
972,Flare,1501,4842.4767,8478.7967,-3636.32,416.8727,5,13,2622.9967,5855.8,0.3813,2.2325,0.4289,0.0469,0.0272,35.9,53.2,22.3,34.1,15.2,36.4
973,Super Skinny,1667,9459.11,14395.41,-4936.3,133.9727,10,22,8529.54,5865.87,-0.185,0.6877,0.3429,0.0257,0.0531,35.8,14.6,38.4,63.8,51.0,28.9
974,Mom,1581,13829.8854,22875.7354,-9045.85,1448.8636,16,38,9987.6343,12888.1011,0.1268,1.2904,0.3954,0.0596,0.0776,35.8,32.9,27.6,23.1,74.0,39.0
975,Super Skinny,1748,4511.0942,7874.7042,-3363.61,236.3636,5,11,3060.93,4813.7742,0.2226,1.5727,0.4271,0.0291,0.0253,35.6,40.6,22.7,58.6,12.9,29.8
976,Mom,1595,1341.0,6454.47,-5113.47,-218.1818,1,13,2545.42,3909.05,0.2113,1.5357,0.7922,0.0,0.0075,35.6,39.6,2.8,93.3,2.8,21.2
977,Slim Straight,1751,9661.8964,12998.1064,-3336.21,149.8909,10,18,9952.6864,3045.42,-0.5314,0.306,0.2567,0.0308,0.0542,35.5,5.6,56.5,56.4,52.3,30.3
978,Mom,1533,13183.8923,25792.8223,-12608.93,1708.0273,14,44,9603.1447,16189.6776,0.2554,1.6859,0.4889,0.0722,0.0739,35.5,43.7,15.7,16.8,71.3,40.1
979,Mom,1839,11042.372,16097.482,-5055.11,245.4546,13,25,9764.8238,6332.6582,-0.2132,0.6485,0.314,0.0364,0.0619,35.4,13.4,44.5,48.5,61.2,32.1
980,Baggy,1867,1213.63,6235.41,-5021.78,59.0909,1,11,1022.72,5212.69,0.672,5.0969,0.8054,0.0855,0.0068,35.4,79.6,2.6,12.9,2.4,41.1
981,Mom,1646,16235.8134,24710.0934,-8474.28,3518.4546,22,44,10858.6627,13851.4306,0.1211,1.2756,0.3429,0.1592,0.0911,35.4,32.8,38.3,2.9,81.0,43.6
982,Flare,1542,6584.099,14555.369,-7971.27,0.0,7,25,7373.619,7181.75,-0.0132,0.974,0.5477,0.0,0.0369,35.4,24.1,11.2,93.3,28.9,21.0
983,Super Skinny,1677,6027.6812,11598.5112,-5570.83,65.4546,6,20,5007.0103,6591.5009,0.1366,1.3165,0.4803,0.0203,0.0338,35.3,33.4,16.4,71.0,24.4,26.4
984,Straight,1582,1247.59,9057.31,-7809.72,-742.1546,1,17,1999.98,7057.33,0.5584,3.5287,0.8623,0.0471,0.007,35.3,69.4,2.1,33.5,2.4,35.8
985,Mom,1753,3805.14,6468.75,-2663.61,0.0,4,10,2377.88,4090.87,0.2648,1.7204,0.4118,0.0366,0.0213,35.3,44.5,25.5,48.4,9.9,32.1
986,Super Skinny,1575,7644.4459,10917.1459,-3272.7,492.7273,9,15,5433.6965,5483.4495,0.0046,1.0092,0.2998,0.0432,0.0429,35.2,25.3,47.0,39.5,36.4,34.2
987,Slim Straight,1936,5518.13,8309.01,-2790.88,327.2727,6,12,3727.23,4581.78,0.1028,1.2293,0.3359,0.0379,0.0309,35.2,31.8,40.3,46.6,20.4,32.3
988,Mom,1861,3172.0103,8226.4903,-5054.48,783.5455,4,16,1555.5703,6670.92,0.6218,4.2884,0.6144,0.1138,0.0178,35.2,76.5,7.7,7.6,7.4,42.0
989,Mom,1694,16955.46,25532.1,-8576.64,6271.5273,30,55,11579.38,13952.72,0.093,1.205,0.3359,0.25,0.0951,35.1,31.0,40.3,1.0,82.7,43.6
990,Slim Straight,1837,7865.36,12545.32,-4679.96,-156.3636,8,18,9272.62,3272.7,-0.4783,0.3529,0.373,0.0,0.0441,35.1,6.8,32.1,93.3,38.0,20.6
991,Mom,1743,13250.8145,18678.0245,-5427.21,2339.7091,18,30,8972.3845,9705.64,0.0393,1.0817,0.2906,0.1238,0.0743,35.1,27.4,49.0,5.8,71.5,42.4
992,Mom,1855,17551.8527,25788.1027,-8236.25,1536.6091,20,40,14821.5026,10966.6,-0.1495,0.7399,0.3194,0.0562,0.0984,35.0,16.1,43.2,25.7,84.1,37.3
993,Super Skinny,1608,2287.44,6235.56,-3948.12,16.9455,1,11,1570.89,4664.67,0.4962,2.9694,0.6332,0.0467,0.0128,34.6,63.1,6.8,34.5,4.8,34.6
994,Flare,1751,8105.88,12424.02,-4318.14,984.9273,10,20,4777.69,7646.33,0.2309,1.6004,0.3476,0.0889,0.0455,34.5,41.7,37.6,11.8,40.2,40.1
995,Slim Straight,1616,7182.9055,9182.8855,-1999.98,300.0,8,12,7391.9955,1790.89,-0.61,0.2423,0.2178,0.0316,0.0403,34.4,4.3,66.9,55.4,32.8,29.2
996,Mom,1621,9538.01,20225.1,-10687.09,239.1727,9,35,9481.7,10743.4,0.0624,1.1331,0.5284,0.0285,0.0535,34.4,28.6,13.3,59.9,51.4,28.1
997,Mom,1678,9853.6578,26063.5478,-16209.89,-293.5091,9,49,14546.4991,11517.0487,-0.1162,0.7917,0.6219,0.0037,0.0553,34.4,18.0,7.7,86.4,53.6,21.5
998,Slim Straight,1863,7645.36,8645.35,-999.99,900.0,9,11,5454.48,3190.87,-0.2618,0.585,0.1157,0.0943,0.0429,34.4,11.8,88.3,10.5,36.5,40.3
999,Slim Straight,1758,15170.4523,19851.9523,-4681.5,600.0,16,28,15968.3523,3883.6,-0.6087,0.2432,0.2358,0.0553,0.0851,34.3,4.3,62.0,26.7,78.3,36.2
1000,Super Skinny,1636,9063.3398,15801.2798,-6737.94,138.4727,10,26,7708.9898,8092.29,0.0243,1.0497,0.4264,0.0318,0.0508,34.3,26.1,22.9,55.1,47.4,29.1
1001,Mom,1852,10248.6141,13794.0241,-3545.41,736.3636,13,21,8286.3596,5507.6645,-0.2014,0.6647,0.257,0.0507,0.0575,34.2,13.8,56.4,30.5,56.5,35.1
1002,Flare,1612,6166.0119,10545.0119,-4379.0,-439.1273,6,16,6312.3219,4232.69,-0.1972,0.6705,0.4153,0.0,0.0346,34.2,14.0,24.7,93.3,25.4,19.5
1003,Wide Leg,1699,9223.0756,16550.2756,-7327.2,1451.7273,9,25,5802.75,10747.5256,0.2988,1.8521,0.4427,0.0806,0.0517,34.1,47.3,20.0,14.0,48.9,39.1
1004,Super Skinny,1777,7193.5027,11073.4427,-3879.94,-54.5454,8,18,7643.2576,3430.1852,-0.3805,0.4488,0.3504,0.0107,0.0403,34.1,8.5,36.7,82.8,32.8,21.9
1005,Super Skinny,1696,2309.64,8427.75,-6118.11,-85.0273,2,16,3094.6255,5333.1245,0.2656,1.7234,0.7259,0.0187,0.013,34.1,44.6,3.7,72.8,4.9,24.4
1006,Super Skinny,1820,2325.96,7425.92,-5099.96,-300.0,3,13,3204.5,4221.42,0.1369,1.3173,0.6868,0.0,0.013,34.1,33.5,5.0,93.3,5.1,19.3
1007,Slim Straight,1527,5377.87,8950.56,-3572.69,140.2636,5,13,4727.22,4223.34,-0.0563,0.8934,0.3992,0.0154,0.0302,34.0,21.8,27.2,78.0,19.3,23.0
1008,Slim Straight,1517,8315.29,9854.43,-1539.14,300.0,9,13,7363.55,2490.88,-0.4945,0.3383,0.1562,0.0574,0.0466,34.0,6.2,81.1,24.6,42.1,36.3
1009,Wide Leg,1807,3272.7,8818.11,-5545.41,0.0,3,13,3999.96,4818.15,0.0928,1.2045,0.6289,0.0,0.0184,34.0,30.9,7.2,93.3,7.9,19.2
1010,Mom,1780,5225.783,8771.193,-3545.41,477.9273,6,14,3118.14,5653.053,0.289,1.813,0.4042,0.0517,0.0293,33.9,46.4,26.5,29.8,18.2,34.9
1011,Straight,1501,1722.5076,5995.1976,-4272.69,196.3636,2,10,1855.98,4139.2176,0.3808,2.2302,0.7127,0.0317,0.0097,33.9,53.1,4.2,55.3,3.3,28.5
1012,Super Skinny,1935,11033.3084,16957.9384,-5924.63,464.1273,12,26,9114.9192,7843.0192,-0.075,0.8605,0.3494,0.0457,0.0619,33.7,20.3,36.9,36.1,61.1,33.1
1013,Mom,1666,23133.0421,50555.5721,-27422.53,3479.4455,30,94,20886.0,29669.5721,0.1737,1.4205,0.5424,0.0939,0.1297,33.7,36.5,11.8,10.6,93.4,39.4
1014,Slim Straight,1802,2437.3552,6046.4052,-3609.05,-300.0,2,10,2773.7052,3272.7,0.0825,1.1799,0.5969,0.0,0.0137,33.7,30.1,8.6,93.3,5.5,18.8
1015,Slim Straight,1941,2490.43,6083.25,-3592.82,-407.1454,2,10,2810.55,3272.7,0.076,1.1644,0.5906,0.0,0.014,33.6,29.6,8.9,93.3,5.8,18.7
1016,Mom,1818,13321.1,20571.0,-7249.9,3951.4455,20,38,9027.15,11543.85,0.1223,1.2788,0.3524,0.1741,0.0747,33.4,32.8,35.7,2.6,72.1,41.1
1017,Mom,1559,10063.8153,16154.6453,-6090.83,2140.6728,14,28,6359.63,9795.0153,0.2127,1.5402,0.377,0.117,0.0564,33.3,39.7,30.9,6.9,55.1,39.8
1018,Slim Straight,1658,2181.8,5999.94,-3818.14,0.0,2,10,2727.24,3272.7,0.0909,1.2,0.6364,0.0,0.0122,33.3,30.7,6.6,93.3,4.6,18.3
1019,Super Skinny,1923,5973.7595,11428.2395,-5454.48,0.0,6,18,6449.36,4978.8795,-0.1287,0.772,0.4773,0.0,0.0335,33.3,17.3,16.7,93.3,23.9,18.4
